molecule_list_name,peptide_modified_sequence,genotype,timepoint,bio_rep,tech_rep,total_area
MOL_0041,PEP_00115,Genotype_B,6,2,2,7.532494123058819e-4
MOL_0041,PEP_00115,Genotype_B,6,3,1,NA
MOL_0041,PEP_00115,Genotype_B,6,3,2,0.00105352395810283
MOL_0041,PEP_00116,Genotype_A,0,1,1,NA
MOL_0041,PEP_00116,Genotype_A,0,1,2,1.1856348193671444e-4
MOL_0041,PEP_00116,Genotype_A,0,2,1,NA
MOL_0041,PEP_00116,Genotype_A,0,2,2,3.383111617615788e-4
MOL_0041,PEP_00116,Genotype_A,0,3,1,NA
MOL_0041,PEP_00116,Genotype_A,0,3,2,9.501103051551428e-4
MOL_0041,PEP_00116,Genotype_A,1,1,1,NA
MOL_0041,PEP_00116,Genotype_A,1,1,2,0.00251256792206993
MOL_0041,PEP_00116,Genotype_A,1,2,1,NA
MOL_0041,PEP_00116,Genotype_A,1,2,2,NA
MOL_0041,PEP_00116,Genotype_A,1,3,1,NA
MOL_0041,PEP_00116,Genotype_A,1,3,2,0.00424218738962826
MOL_0041,PEP_00116,Genotype_A,1.5,1,1,NA
MOL_0041,PEP_00116,Genotype_A,1.5,1,2,0.00336591275314844
MOL_0041,PEP_00116,Genotype_A,1.5,2,1,NA
MOL_0041,PEP_00116,Genotype_A,1.5,2,2,0.00311995790976643
MOL_0041,PEP_00116,Genotype_A,1.5,3,1,NA
MOL_0041,PEP_00116,Genotype_A,1.5,3,2,0.004059749218923
MOL_0041,PEP_00116,Genotype_A,2,1,1,NA
MOL_0041,PEP_00116,Genotype_A,2,1,2,0.00169132022498082
MOL_0041,PEP_00116,Genotype_A,2,2,1,NA
MOL_0041,PEP_00116,Genotype_A,2,2,2,0.00301824903011399
MOL_0041,PEP_00116,Genotype_A,2,3,1,NA
MOL_0041,PEP_00116,Genotype_A,2,3,2,0.00185798943968886
MOL_0041,PEP_00116,Genotype_A,4,1,1,NA
MOL_0041,PEP_00116,Genotype_A,4,1,2,0.00347006747991145
MOL_0041,PEP_00116,Genotype_A,4,2,1,NA
MOL_0041,PEP_00116,Genotype_A,4,2,2,0.0048848790885326
MOL_0041,PEP_00116,Genotype_A,4,3,1,NA
MOL_0041,PEP_00116,Genotype_A,4,3,2,0.00326224985419962
MOL_0041,PEP_00116,Genotype_A,6,1,1,NA
MOL_0041,PEP_00116,Genotype_A,6,1,2,0.00110306045290896
MOL_0041,PEP_00116,Genotype_A,6,2,1,NA
MOL_0041,PEP_00116,Genotype_A,6,2,2,0.00622663285782873
MOL_0041,PEP_00116,Genotype_A,6,3,1,NA
MOL_0041,PEP_00116,Genotype_A,6,3,2,7.74225339169154e-4
MOL_0041,PEP_00116,Genotype_B,0,1,1,NA
MOL_0041,PEP_00116,Genotype_B,0,1,2,5.899058688920976e-4
MOL_0041,PEP_00116,Genotype_B,0,2,1,NA
MOL_0041,PEP_00116,Genotype_B,0,2,2,0.0012052925581432
MOL_0041,PEP_00116,Genotype_B,0,3,1,NA
MOL_0041,PEP_00116,Genotype_B,0,3,2,NA
MOL_0041,PEP_00116,Genotype_B,1,1,1,NA
MOL_0041,PEP_00116,Genotype_B,1,1,2,0.0019166171388941
MOL_0041,PEP_00116,Genotype_B,1,2,1,NA
MOL_0041,PEP_00116,Genotype_B,1,2,2,0.00405657831810944
MOL_0041,PEP_00116,Genotype_B,1,3,1,NA
MOL_0041,PEP_00116,Genotype_B,1,3,2,0.00521406943640319
MOL_0041,PEP_00116,Genotype_B,1.5,1,1,NA
MOL_0041,PEP_00116,Genotype_B,1.5,1,2,0.00379989505170286
MOL_0041,PEP_00116,Genotype_B,1.5,2,1,NA
MOL_0041,PEP_00116,Genotype_B,1.5,2,2,0.00657657879880127
MOL_0041,PEP_00116,Genotype_B,1.5,3,1,NA
MOL_0041,PEP_00116,Genotype_B,1.5,3,2,0.00375323467561948
MOL_0041,PEP_00116,Genotype_B,2,1,1,NA
MOL_0041,PEP_00116,Genotype_B,2,1,2,0.00283378771933693
MOL_0041,PEP_00116,Genotype_B,2,2,1,NA
MOL_0041,PEP_00116,Genotype_B,2,2,2,0.00900090526343231
MOL_0041,PEP_00116,Genotype_B,2,3,1,NA
MOL_0041,PEP_00116,Genotype_B,2,3,2,0.00672914379738527
MOL_0041,PEP_00116,Genotype_B,4,1,1,NA
MOL_0041,PEP_00116,Genotype_B,4,1,2,0.00890692044998241
MOL_0041,PEP_00116,Genotype_B,4,2,1,NA
MOL_0041,PEP_00116,Genotype_B,4,2,2,0.00370191548512223
MOL_0041,PEP_00116,Genotype_B,4,3,1,NA
MOL_0041,PEP_00116,Genotype_B,4,3,2,0.00857726292565114
MOL_0041,PEP_00116,Genotype_B,6,1,1,NA
MOL_0041,PEP_00116,Genotype_B,6,1,2,0.0043100626013786
MOL_0041,PEP_00116,Genotype_B,6,2,1,NA
MOL_0041,PEP_00116,Genotype_B,6,2,2,0.00103376627764975
MOL_0041,PEP_00116,Genotype_B,6,3,1,NA
MOL_0041,PEP_00116,Genotype_B,6,3,2,0.00157232045779089
MOL_0042,PEP_00117,Genotype_A,0,1,1,0.00170570944864828
MOL_0042,PEP_00117,Genotype_A,0,1,2,0.00221909187030307
MOL_0042,PEP_00117,Genotype_A,0,2,1,0.00359753747506487
MOL_0042,PEP_00117,Genotype_A,0,2,2,0.00459431716660087
MOL_0042,PEP_00117,Genotype_A,0,3,1,0.00103421859804898
MOL_0042,PEP_00117,Genotype_A,0,3,2,0.00109791716774448
MOL_0042,PEP_00117,Genotype_A,1,1,1,0.00298544708987884
MOL_0042,PEP_00117,Genotype_A,1,1,2,0.00341681151809882
MOL_0042,PEP_00117,Genotype_A,1,2,1,0.00356260018894769
MOL_0042,PEP_00117,Genotype_A,1,2,2,NA
MOL_0042,PEP_00117,Genotype_A,1,3,1,0.00215067133548129
MOL_0042,PEP_00117,Genotype_A,1,3,2,0.00215553235848437
MOL_0042,PEP_00117,Genotype_A,1.5,1,1,0.00300113697357348
MOL_0042,PEP_00117,Genotype_A,1.5,1,2,0.00338842505729163
MOL_0042,PEP_00117,Genotype_A,1.5,2,1,0.00315507882317293
MOL_0042,PEP_00117,Genotype_A,1.5,2,2,0.00316282778530143
MOL_0042,PEP_00117,Genotype_A,1.5,3,1,0.00212714620309465
MOL_0042,PEP_00117,Genotype_A,1.5,3,2,0.0022196492747209
MOL_0042,PEP_00117,Genotype_A,2,1,1,0.00367378483104606
MOL_0042,PEP_00117,Genotype_A,2,1,2,0.00357670522580655
MOL_0042,PEP_00117,Genotype_A,2,2,1,0.0046137708045471
MOL_0042,PEP_00117,Genotype_A,2,2,2,0.00515233483323907
MOL_0042,PEP_00117,Genotype_A,2,3,1,0.00237580344289946
MOL_0042,PEP_00117,Genotype_A,2,3,2,0.00176877836708704
MOL_0042,PEP_00117,Genotype_A,4,1,1,0.00101942291800538
MOL_0042,PEP_00117,Genotype_A,4,1,2,0.00132172826714822
MOL_0042,PEP_00117,Genotype_A,4,2,1,0.00204120134807597
MOL_0042,PEP_00117,Genotype_A,4,2,2,0.00194457984084545
MOL_0042,PEP_00117,Genotype_A,4,3,1,0.00123984304076705
MOL_0042,PEP_00117,Genotype_A,4,3,2,0.00164311946875894
MOL_0042,PEP_00117,Genotype_A,6,1,1,0.00329888127284382
MOL_0042,PEP_00117,Genotype_A,6,1,2,0.0031414974078394
MOL_0042,PEP_00117,Genotype_A,6,2,1,0.00231031271714916
MOL_0042,PEP_00117,Genotype_A,6,2,2,0.00273010604496934
MOL_0042,PEP_00117,Genotype_A,6,3,1,0.00399052023754134
MOL_0042,PEP_00117,Genotype_A,6,3,2,0.00321734133573937
MOL_0042,PEP_00117,Genotype_B,0,1,1,2.549012549151387e-4
MOL_0042,PEP_00117,Genotype_B,0,1,2,4.500488095706169e-4
MOL_0042,PEP_00117,Genotype_B,0,2,1,4.16103803144114e-4
MOL_0042,PEP_00117,Genotype_B,0,2,2,4.104014011936121e-4
MOL_0042,PEP_00117,Genotype_B,0,3,1,0.00434632692892728
MOL_0042,PEP_00117,Genotype_B,0,3,2,0.00935816552050995
MOL_0042,PEP_00117,Genotype_B,1,1,1,0.00293539496640326
MOL_0042,PEP_00117,Genotype_B,1,1,2,0.00282935631286713
MOL_0042,PEP_00117,Genotype_B,1,2,1,0.00195609104977588
MOL_0042,PEP_00117,Genotype_B,1,2,2,0.00216805103053244
MOL_0042,PEP_00117,Genotype_B,1,3,1,0.0021003345116835
MOL_0042,PEP_00117,Genotype_B,1,3,2,0.00225937590143823
MOL_0042,PEP_00117,Genotype_B,1.5,1,1,0.00207773712308668
MOL_0042,PEP_00117,Genotype_B,1.5,1,2,0.00320660617410271
MOL_0042,PEP_00117,Genotype_B,1.5,2,1,0.00139202412280142
MOL_0042,PEP_00117,Genotype_B,1.5,2,2,0.00139707063200264
MOL_0042,PEP_00117,Genotype_B,1.5,3,1,9.68729154221394e-4
MOL_0042,PEP_00117,Genotype_B,1.5,3,2,0.00159121798141799
MOL_0042,PEP_00117,Genotype_B,2,1,1,0.00208384508412546
MOL_0042,PEP_00117,Genotype_B,2,1,2,0.00201185096197142
MOL_0042,PEP_00117,Genotype_B,2,2,1,0.00109879973676098
MOL_0042,PEP_00117,Genotype_B,2,2,2,NA
MOL_0042,PEP_00117,Genotype_B,2,3,1,0.00235402159551791
MOL_0042,PEP_00117,Genotype_B,2,3,2,0.00213294269538845
MOL_0042,PEP_00117,Genotype_B,4,1,1,0.00221654660752323
MOL_0042,PEP_00117,Genotype_B,4,1,2,0.00266439519435557
MOL_0042,PEP_00117,Genotype_B,4,2,1,0.00116471073918274
MOL_0042,PEP_00117,Genotype_B,4,2,2,0.00154536332376476
MOL_0042,PEP_00117,Genotype_B,4,3,1,0.00211761957594708
MOL_0042,PEP_00117,Genotype_B,4,3,2,0.00211252604038448
MOL_0042,PEP_00117,Genotype_B,6,1,1,0.00136548562251102
MOL_0042,PEP_00117,Genotype_B,6,1,2,0.00132336912107846
MOL_0042,PEP_00117,Genotype_B,6,2,1,0.00358829516876749
MOL_0042,PEP_00117,Genotype_B,6,2,2,0.00292494026644341
MOL_0042,PEP_00117,Genotype_B,6,3,1,1.9536098179937487e-4
MOL_0042,PEP_00117,Genotype_B,6,3,2,NA
MOL_0042,PEP_00118,Genotype_A,0,1,1,2.777573456554139e-4
MOL_0042,PEP_00118,Genotype_A,0,1,2,8.190210853676004e-4
MOL_0042,PEP_00118,Genotype_A,0,2,1,0.00154052428907263
MOL_0042,PEP_00118,Genotype_A,0,2,2,0.0021038495592398
MOL_0042,PEP_00118,Genotype_A,0,3,1,1.6436066775460005e-4
MOL_0042,PEP_00118,Genotype_A,0,3,2,1.597068004070928e-4
MOL_0042,PEP_00118,Genotype_A,1,1,1,0.00166529966577178
MOL_0042,PEP_00118,Genotype_A,1,1,2,0.00211606203859871
MOL_0042,PEP_00118,Genotype_A,1,2,1,0.00216280129271034
MOL_0042,PEP_00118,Genotype_A,1,2,2,NA
MOL_0042,PEP_00118,Genotype_A,1,3,1,0.00121219873791217
MOL_0042,PEP_00118,Genotype_A,1,3,2,0.00105481779450819
MOL_0042,PEP_00118,Genotype_A,1.5,1,1,0.00104454769547615
MOL_0042,PEP_00118,Genotype_A,1.5,1,2,0.00137449210624834
MOL_0042,PEP_00118,Genotype_A,1.5,2,1,0.00182914744045732
MOL_0042,PEP_00118,Genotype_A,1.5,2,2,0.00292170276279655
MOL_0042,PEP_00118,Genotype_A,1.5,3,1,7.318012975447993e-4
MOL_0042,PEP_00118,Genotype_A,1.5,3,2,0.00120407342648383
MOL_0042,PEP_00118,Genotype_A,2,1,1,0.00180191235826556
MOL_0042,PEP_00118,Genotype_A,2,1,2,0.00213027439895861
MOL_0042,PEP_00118,Genotype_A,2,2,1,0.00260398745913235
MOL_0042,PEP_00118,Genotype_A,2,2,2,0.00278692190762209
MOL_0042,PEP_00118,Genotype_A,2,3,1,5.027297265586884e-4
MOL_0042,PEP_00118,Genotype_A,2,3,2,4.248614308802389e-4
MOL_0042,PEP_00118,Genotype_A,4,1,1,2.893162701364838e-4
MOL_0042,PEP_00118,Genotype_A,4,1,2,1.410160267134944e-4
MOL_0042,PEP_00118,Genotype_A,4,2,1,0.00109638938017726
MOL_0042,PEP_00118,Genotype_A,4,2,2,0.00140628488350266
MOL_0042,PEP_00118,Genotype_A,4,3,1,2.856176869849689e-4
MOL_0042,PEP_00118,Genotype_A,4,3,2,8.140976758010812e-4
MOL_0042,PEP_00118,Genotype_A,6,1,1,0.00256674022001202
MOL_0042,PEP_00118,Genotype_A,6,1,2,0.00265306102263657
MOL_0042,PEP_00118,Genotype_A,6,2,1,0.00162413998239845
MOL_0042,PEP_00118,Genotype_A,6,2,2,0.00138695927239087
MOL_0042,PEP_00118,Genotype_A,6,3,1,0.00309522795600609
MOL_0042,PEP_00118,Genotype_A,6,3,2,0.0027866863929467
MOL_0042,PEP_00118,Genotype_B,0,1,1,3.674256216010348e-5
MOL_0042,PEP_00118,Genotype_B,0,1,2,NA
MOL_0042,PEP_00118,Genotype_B,0,2,1,3.953743714837771e-5
MOL_0042,PEP_00118,Genotype_B,0,2,2,2.3842930230479905e-4
MOL_0042,PEP_00118,Genotype_B,0,3,1,1.8016207852517975e-4
MOL_0042,PEP_00118,Genotype_B,0,3,2,0.00185965412752723
MOL_0042,PEP_00118,Genotype_B,1,1,1,9.773472106631008e-4
MOL_0042,PEP_00118,Genotype_B,1,1,2,0.00147164910915951
MOL_0042,PEP_00118,Genotype_B,1,2,1,7.548930909989624e-4
MOL_0042,PEP_00118,Genotype_B,1,2,2,9.93159353414382e-4
MOL_0042,PEP_00118,Genotype_B,1,3,1,0.00161068498822903
MOL_0042,PEP_00118,Genotype_B,1,3,2,0.00212588732970364
MOL_0042,PEP_00118,Genotype_B,1.5,1,1,7.366123272617802e-4
MOL_0042,PEP_00118,Genotype_B,1.5,1,2,0.0012592031444641
MOL_0042,PEP_00118,Genotype_B,1.5,2,1,4.561086025191736e-4
MOL_0042,PEP_00118,Genotype_B,1.5,2,2,4.930646189213431e-4
MOL_0042,PEP_00118,Genotype_B,1.5,3,1,7.584386462790218e-4
MOL_0042,PEP_00118,Genotype_B,1.5,3,2,0.00128416299721935
MOL_0042,PEP_00118,Genotype_B,2,1,1,6.475318216939686e-4
MOL_0042,PEP_00118,Genotype_B,2,1,2,7.04614822038378e-4
MOL_0042,PEP_00118,Genotype_B,2,2,1,5.374247123586031e-4
MOL_0042,PEP_00118,Genotype_B,2,2,2,NA
MOL_0042,PEP_00118,Genotype_B,2,3,1,0.00209970516478618
MOL_0042,PEP_00118,Genotype_B,2,3,2,0.00176314966957155
MOL_0042,PEP_00118,Genotype_B,4,1,1,0.00138022977257397
MOL_0042,PEP_00118,Genotype_B,4,1,2,0.00216086849156611
MOL_0042,PEP_00118,Genotype_B,4,2,1,5.07647622145418e-4
MOL_0042,PEP_00118,Genotype_B,4,2,2,0.00108309742807248
MOL_0042,PEP_00118,Genotype_B,4,3,1,0.00167688030876041
MOL_0042,PEP_00118,Genotype_B,4,3,2,0.00226639391298788
MOL_0042,PEP_00118,Genotype_B,6,1,1,4.194037915222102e-4
MOL_0042,PEP_00118,Genotype_B,6,1,2,0.00108782669249221
MOL_0042,PEP_00118,Genotype_B,6,2,1,0.00334102244188509
MOL_0042,PEP_00118,Genotype_B,6,2,2,0.00267481934682956
MOL_0042,PEP_00118,Genotype_B,6,3,1,NA
MOL_0042,PEP_00118,Genotype_B,6,3,2,NA
MOL_0043,PEP_00119,Genotype_A,0,1,1,NA
MOL_0043,PEP_00119,Genotype_A,0,1,2,NA
MOL_0043,PEP_00119,Genotype_A,0,2,1,NA
MOL_0043,PEP_00119,Genotype_A,0,2,2,NA
MOL_0043,PEP_00119,Genotype_A,0,3,1,NA
MOL_0043,PEP_00119,Genotype_A,0,3,2,NA
MOL_0043,PEP_00119,Genotype_A,1,1,1,NA
MOL_0043,PEP_00119,Genotype_A,1,1,2,7.772221257666551e-4
MOL_0043,PEP_00119,Genotype_A,1,2,1,NA
MOL_0043,PEP_00119,Genotype_A,1,2,2,NA
MOL_0043,PEP_00119,Genotype_A,1,3,1,NA
MOL_0043,PEP_00119,Genotype_A,1,3,2,NA
MOL_0043,PEP_00119,Genotype_A,1.5,1,1,NA
MOL_0043,PEP_00119,Genotype_A,1.5,1,2,0.0016623753778965
MOL_0043,PEP_00119,Genotype_A,1.5,2,1,NA
MOL_0043,PEP_00119,Genotype_A,1.5,2,2,NA
MOL_0043,PEP_00119,Genotype_A,1.5,3,1,NA
MOL_0043,PEP_00119,Genotype_A,1.5,3,2,NA
MOL_0043,PEP_00119,Genotype_A,2,1,1,NA
MOL_0043,PEP_00119,Genotype_A,2,1,2,4.613109485338572e-4
MOL_0043,PEP_00119,Genotype_A,2,2,1,NA
MOL_0043,PEP_00119,Genotype_A,2,2,2,NA
MOL_0043,PEP_00119,Genotype_A,2,3,1,NA
MOL_0043,PEP_00119,Genotype_A,2,3,2,0.00123801637786506
MOL_0043,PEP_00119,Genotype_A,4,1,1,NA
MOL_0043,PEP_00119,Genotype_A,4,1,2,4.4934981472451944e-4
MOL_0043,PEP_00119,Genotype_A,4,2,1,NA
MOL_0043,PEP_00119,Genotype_A,4,2,2,NA
MOL_0043,PEP_00119,Genotype_A,4,3,1,NA
MOL_0043,PEP_00119,Genotype_A,4,3,2,7.033908617343241e-4
MOL_0043,PEP_00119,Genotype_A,6,1,1,8.296775245274074e-4
MOL_0043,PEP_00119,Genotype_A,6,1,2,0.00145106078224969
MOL_0043,PEP_00119,Genotype_A,6,2,1,NA
MOL_0043,PEP_00119,Genotype_A,6,2,2,NA
MOL_0043,PEP_00119,Genotype_A,6,3,1,0.0013884387195949
MOL_0043,PEP_00119,Genotype_A,6,3,2,0.001860968394136
MOL_0043,PEP_00119,Genotype_B,0,1,1,NA
MOL_0043,PEP_00119,Genotype_B,0,1,2,NA
MOL_0043,PEP_00119,Genotype_B,0,2,1,NA
MOL_0043,PEP_00119,Genotype_B,0,2,2,NA
MOL_0043,PEP_00119,Genotype_B,0,3,1,NA
MOL_0043,PEP_00119,Genotype_B,0,3,2,NA
MOL_0043,PEP_00119,Genotype_B,1,1,1,NA
MOL_0043,PEP_00119,Genotype_B,1,1,2,NA
MOL_0043,PEP_00119,Genotype_B,1,2,1,NA
MOL_0043,PEP_00119,Genotype_B,1,2,2,1.023694221643353e-4
MOL_0043,PEP_00119,Genotype_B,1,3,1,NA
MOL_0043,PEP_00119,Genotype_B,1,3,2,NA
MOL_0043,PEP_00119,Genotype_B,1.5,1,1,NA
MOL_0043,PEP_00119,Genotype_B,1.5,1,2,NA
MOL_0043,PEP_00119,Genotype_B,1.5,2,1,NA
MOL_0043,PEP_00119,Genotype_B,1.5,2,2,NA
MOL_0043,PEP_00119,Genotype_B,1.5,3,1,NA
MOL_0043,PEP_00119,Genotype_B,1.5,3,2,NA
MOL_0043,PEP_00119,Genotype_B,2,1,1,NA
MOL_0043,PEP_00119,Genotype_B,2,1,2,NA
MOL_0043,PEP_00119,Genotype_B,2,2,1,NA
MOL_0043,PEP_00119,Genotype_B,2,2,2,0.00163463633168514
MOL_0043,PEP_00119,Genotype_B,2,3,1,NA
MOL_0043,PEP_00119,Genotype_B,2,3,2,NA
MOL_0043,PEP_00119,Genotype_B,4,1,1,NA
MOL_0043,PEP_00119,Genotype_B,4,1,2,NA
MOL_0043,PEP_00119,Genotype_B,4,2,1,NA
MOL_0043,PEP_00119,Genotype_B,4,2,2,1.456932837559762e-4
MOL_0043,PEP_00119,Genotype_B,4,3,1,NA
MOL_0043,PEP_00119,Genotype_B,4,3,2,NA
MOL_0043,PEP_00119,Genotype_B,6,1,1,NA
MOL_0043,PEP_00119,Genotype_B,6,1,2,NA
MOL_0043,PEP_00119,Genotype_B,6,2,1,0.0011609093474625
MOL_0043,PEP_00119,Genotype_B,6,2,2,0.00209575816993117
MOL_0043,PEP_00119,Genotype_B,6,3,1,NA
MOL_0043,PEP_00119,Genotype_B,6,3,2,NA
MOL_0043,PEP_00120,Genotype_A,0,1,1,NA
MOL_0043,PEP_00120,Genotype_A,0,1,2,NA
MOL_0043,PEP_00120,Genotype_A,0,2,1,NA
MOL_0043,PEP_00120,Genotype_A,0,2,2,NA
MOL_0043,PEP_00120,Genotype_A,0,3,1,NA
MOL_0043,PEP_00120,Genotype_A,0,3,2,NA
MOL_0043,PEP_00120,Genotype_A,1,1,1,NA
MOL_0043,PEP_00120,Genotype_A,1,1,2,0.00332483500735411
MOL_0043,PEP_00120,Genotype_A,1,2,1,NA
MOL_0043,PEP_00120,Genotype_A,1,2,2,NA
MOL_0043,PEP_00120,Genotype_A,1,3,1,NA
MOL_0043,PEP_00120,Genotype_A,1,3,2,9.884571215570952e-4
MOL_0043,PEP_00120,Genotype_A,1.5,1,1,NA
MOL_0043,PEP_00120,Genotype_A,1.5,1,2,0.00423856293138946
MOL_0043,PEP_00120,Genotype_A,1.5,2,1,NA
MOL_0043,PEP_00120,Genotype_A,1.5,2,2,NA
MOL_0043,PEP_00120,Genotype_A,1.5,3,1,NA
MOL_0043,PEP_00120,Genotype_A,1.5,3,2,0.00206419094846974
MOL_0043,PEP_00120,Genotype_A,2,1,1,NA
MOL_0043,PEP_00120,Genotype_A,2,1,2,0.00194930212235299
MOL_0043,PEP_00120,Genotype_A,2,2,1,NA
MOL_0043,PEP_00120,Genotype_A,2,2,2,NA
MOL_0043,PEP_00120,Genotype_A,2,3,1,NA
MOL_0043,PEP_00120,Genotype_A,2,3,2,0.00475026631323585
MOL_0043,PEP_00120,Genotype_A,4,1,1,NA
MOL_0043,PEP_00120,Genotype_A,4,1,2,0.00335364030870389
MOL_0043,PEP_00120,Genotype_A,4,2,1,NA
MOL_0043,PEP_00120,Genotype_A,4,2,2,NA
MOL_0043,PEP_00120,Genotype_A,4,3,1,NA
MOL_0043,PEP_00120,Genotype_A,4,3,2,0.00154811454795464
MOL_0043,PEP_00120,Genotype_A,6,1,1,0.00415792208855242
MOL_0043,PEP_00120,Genotype_A,6,1,2,0.00353913715277963
MOL_0043,PEP_00120,Genotype_A,6,2,1,NA
MOL_0043,PEP_00120,Genotype_A,6,2,2,NA
MOL_0043,PEP_00120,Genotype_A,6,3,1,0.00453231043884979
MOL_0043,PEP_00120,Genotype_A,6,3,2,0.00530699708780778
MOL_0043,PEP_00120,Genotype_B,0,1,1,NA
MOL_0043,PEP_00120,Genotype_B,0,1,2,NA
MOL_0043,PEP_00120,Genotype_B,0,2,1,NA
MOL_0043,PEP_00120,Genotype_B,0,2,2,NA
MOL_0043,PEP_00120,Genotype_B,0,3,1,NA
MOL_0043,PEP_00120,Genotype_B,0,3,2,NA
MOL_0043,PEP_00120,Genotype_B,1,1,1,NA
MOL_0043,PEP_00120,Genotype_B,1,1,2,NA
MOL_0043,PEP_00120,Genotype_B,1,2,1,NA
MOL_0043,PEP_00120,Genotype_B,1,2,2,0.00115221754143507
MOL_0043,PEP_00120,Genotype_B,1,3,1,NA
MOL_0043,PEP_00120,Genotype_B,1,3,2,NA
MOL_0043,PEP_00120,Genotype_B,1.5,1,1,NA
MOL_0043,PEP_00120,Genotype_B,1.5,1,2,NA
MOL_0043,PEP_00120,Genotype_B,1.5,2,1,NA
MOL_0043,PEP_00120,Genotype_B,1.5,2,2,0.00213087839433318
MOL_0043,PEP_00120,Genotype_B,1.5,3,1,NA
MOL_0043,PEP_00120,Genotype_B,1.5,3,2,NA
MOL_0043,PEP_00120,Genotype_B,2,1,1,NA
MOL_0043,PEP_00120,Genotype_B,2,1,2,NA
MOL_0043,PEP_00120,Genotype_B,2,2,1,NA
MOL_0043,PEP_00120,Genotype_B,2,2,2,0.00136613299145364
MOL_0043,PEP_00120,Genotype_B,2,3,1,NA
MOL_0043,PEP_00120,Genotype_B,2,3,2,NA
MOL_0043,PEP_00120,Genotype_B,4,1,1,NA
MOL_0043,PEP_00120,Genotype_B,4,1,2,NA
MOL_0043,PEP_00120,Genotype_B,4,2,1,NA
MOL_0043,PEP_00120,Genotype_B,4,2,2,0.00109640943764025
MOL_0043,PEP_00120,Genotype_B,4,3,1,NA
MOL_0043,PEP_00120,Genotype_B,4,3,2,NA
MOL_0043,PEP_00120,Genotype_B,6,1,1,NA
MOL_0043,PEP_00120,Genotype_B,6,1,2,NA
MOL_0043,PEP_00120,Genotype_B,6,2,1,0.00376263605655999
MOL_0043,PEP_00120,Genotype_B,6,2,2,0.00342722425276713
MOL_0043,PEP_00120,Genotype_B,6,3,1,NA
MOL_0043,PEP_00120,Genotype_B,6,3,2,NA
MOL_0044,PEP_00121,Genotype_A,0,1,1,9.056195961707875e-5
MOL_0044,PEP_00121,Genotype_A,0,1,2,6.63858993482596e-5
MOL_0044,PEP_00121,Genotype_A,0,2,1,1.5033351701400965e-4
MOL_0044,PEP_00121,Genotype_A,0,2,2,7.67806837828238e-5
MOL_0044,PEP_00121,Genotype_A,0,3,1,NA
MOL_0044,PEP_00121,Genotype_A,0,3,2,NA
MOL_0044,PEP_00121,Genotype_A,1,1,1,0.00255033883985564
MOL_0044,PEP_00121,Genotype_A,1,1,2,0.00123602815852292
MOL_0044,PEP_00121,Genotype_A,1,2,1,6.104356496585706e-4
MOL_0044,PEP_00121,Genotype_A,1,2,2,NA
MOL_0044,PEP_00121,Genotype_A,1,3,1,0.00213946262493807
MOL_0044,PEP_00121,Genotype_A,1,3,2,0.00122672602310437
MOL_0044,PEP_00121,Genotype_A,1.5,1,1,0.00336229298487567
MOL_0044,PEP_00121,Genotype_A,1.5,1,2,0.00212714103924118
MOL_0044,PEP_00121,Genotype_A,1.5,2,1,6.306327633729775e-4
MOL_0044,PEP_00121,Genotype_A,1.5,2,2,6.751905670833181e-5
MOL_0044,PEP_00121,Genotype_A,1.5,3,1,0.00235900204199533
MOL_0044,PEP_00121,Genotype_A,1.5,3,2,6.714014793548194e-4
MOL_0044,PEP_00121,Genotype_A,2,1,1,0.00357960363382479
MOL_0044,PEP_00121,Genotype_A,2,1,2,0.00212221931620325
MOL_0044,PEP_00121,Genotype_A,2,2,1,0.00162108728685879
MOL_0044,PEP_00121,Genotype_A,2,2,2,9.543257058504864e-4
MOL_0044,PEP_00121,Genotype_A,2,3,1,0.00428808745160761
MOL_0044,PEP_00121,Genotype_A,2,3,2,0.00253860617036828
MOL_0044,PEP_00121,Genotype_A,4,1,1,0.00125086620622834
MOL_0044,PEP_00121,Genotype_A,4,1,2,6.813972958258881e-4
MOL_0044,PEP_00121,Genotype_A,4,2,1,5.205255936203736e-4
MOL_0044,PEP_00121,Genotype_A,4,2,2,NA
MOL_0044,PEP_00121,Genotype_A,4,3,1,0.00103851434797596
MOL_0044,PEP_00121,Genotype_A,4,3,2,5.202877293445228e-4
MOL_0044,PEP_00121,Genotype_A,6,1,1,0.00162407370129297
MOL_0044,PEP_00121,Genotype_A,6,1,2,0.00145975274124379
MOL_0044,PEP_00121,Genotype_A,6,2,1,3.7311666131811775e-5
MOL_0044,PEP_00121,Genotype_A,6,2,2,NA
MOL_0044,PEP_00121,Genotype_A,6,3,1,0.00186373817145475
MOL_0044,PEP_00121,Genotype_A,6,3,2,0.00206544238302029
MOL_0044,PEP_00121,Genotype_B,0,1,1,2.692754914229106e-4
MOL_0044,PEP_00121,Genotype_B,0,1,2,NA
MOL_0044,PEP_00121,Genotype_B,0,2,1,NA
MOL_0044,PEP_00121,Genotype_B,0,2,2,NA
MOL_0044,PEP_00121,Genotype_B,0,3,1,NA
MOL_0044,PEP_00121,Genotype_B,0,3,2,NA
MOL_0044,PEP_00121,Genotype_B,1,1,1,0.00182510179443698
MOL_0044,PEP_00121,Genotype_B,1,1,2,0.00109120080178057
MOL_0044,PEP_00121,Genotype_B,1,2,1,0.00183876744989989
