protein_name,genotype,bio_rep,tech_rep,timepoints,timepoints_values,new_annotation
PROT_0654,Genotype_A,3,0,600,266489.4944,PEP_01081
PROT_0662,Genotype_A,1,0,0,5134307.339,PEP_01082
PROT_0662,Genotype_A,2,0,0,117956.6294,PEP_01082
PROT_0662,Genotype_A,3,0,0,148489.4388,PEP_01082
PROT_0662,Genotype_A,1,0,150,3362824.622,PEP_01082
PROT_0662,Genotype_A,2,0,150,6904.972044,PEP_01082
PROT_0662,Genotype_A,3,0,150,213118.6466,PEP_01082
PROT_0662,Genotype_A,1,0,300,3277931.626,PEP_01082
PROT_0662,Genotype_A,2,0,300,108105.4623,PEP_01082
PROT_0662,Genotype_A,3,0,300,247176.6219,PEP_01082
PROT_0662,Genotype_A,1,0,600,4271803.035,PEP_01082
PROT_0662,Genotype_A,2,0,600,226318.0117,PEP_01082
PROT_0662,Genotype_A,3,0,600,299641.3191,PEP_01082
PROT_0228,Genotype_A,1,0,0,705224.1702,PEP_01083
PROT_0228,Genotype_A,2,0,0,6511199.854,PEP_01083
PROT_0228,Genotype_A,3,0,0,84384.14288,PEP_01083
PROT_0228,Genotype_A,1,0,150,114666.012,PEP_01083
PROT_0228,Genotype_A,2,0,150,6614906.229,PEP_01083
PROT_0228,Genotype_A,3,0,150,142021.7601,PEP_01083
PROT_0228,Genotype_A,1,0,300,190960.7582,PEP_01083
PROT_0228,Genotype_A,2,0,300,10007045.39,PEP_01083
PROT_0228,Genotype_A,3,0,300,38237.79116,PEP_01083
PROT_0228,Genotype_A,1,0,600,266798.3267,PEP_01083
PROT_0228,Genotype_A,2,0,600,5803148.031,PEP_01083
PROT_0228,Genotype_A,3,0,600,127514.036,PEP_01083
PROT_0663,Genotype_A,1,0,0,173902.5748,PEP_01084
PROT_0663,Genotype_A,2,0,0,47702.856,PEP_01084
PROT_0663,Genotype_A,3,0,0,54855.23442,PEP_01084
PROT_0663,Genotype_A,1,0,150,265379.868,PEP_01084
PROT_0663,Genotype_A,2,0,150,136603.3869,PEP_01084
PROT_0663,Genotype_A,3,0,150,47513.43621,PEP_01084
PROT_0663,Genotype_A,1,0,300,63604.66944,PEP_01084
PROT_0663,Genotype_A,2,0,300,801301.6118,PEP_01084
PROT_0663,Genotype_A,3,0,300,262559.2943,PEP_01084
PROT_0663,Genotype_A,1,0,600,296899.2754,PEP_01084
PROT_0663,Genotype_A,2,0,600,890106.5625,PEP_01084
PROT_0663,Genotype_A,3,0,600,147412.2417,PEP_01084
PROT_0479,Genotype_A,1,0,0,125120.7713,PEP_01085
PROT_0479,Genotype_A,2,0,0,250258.6522,PEP_01085
PROT_0479,Genotype_A,3,0,0,1711996.507,PEP_01085
PROT_0479,Genotype_A,1,0,150,227673.4017,PEP_01085
PROT_0479,Genotype_A,2,0,150,853222.6597,PEP_01085
PROT_0479,Genotype_A,3,0,150,2271243.423,PEP_01085
PROT_0479,Genotype_A,1,0,300,1479142.926,PEP_01085
PROT_0479,Genotype_A,2,0,300,1437031.001,PEP_01085
PROT_0479,Genotype_A,3,0,300,4225111.656,PEP_01085
PROT_0479,Genotype_A,1,0,600,1120222.205,PEP_01085
PROT_0479,Genotype_A,2,0,600,1469184.5,PEP_01085
PROT_0479,Genotype_A,3,0,600,5126334.106,PEP_01085
PROT_0194,Genotype_A,1,0,0,1225726.957,PEP_01086
PROT_0194,Genotype_A,2,0,0,1141111.478,PEP_01086
PROT_0194,Genotype_A,3,0,0,2421974.96,PEP_01086
PROT_0194,Genotype_A,1,0,150,1069953.529,PEP_01086
PROT_0194,Genotype_A,2,0,150,1508681.434,PEP_01086
PROT_0194,Genotype_A,3,0,150,4454747.886,PEP_01086
PROT_0194,Genotype_A,1,0,300,858235.45,PEP_01086
PROT_0194,Genotype_A,2,0,300,1065888.429,PEP_01086
PROT_0194,Genotype_A,3,0,300,2830491.394,PEP_01086
PROT_0194,Genotype_A,1,0,600,1179558.738,PEP_01086
PROT_0194,Genotype_A,2,0,600,1503494.5,PEP_01086
PROT_0194,Genotype_A,3,0,600,2059633.559,PEP_01086
PROT_0664,Genotype_A,1,0,0,122097.18,PEP_01087
PROT_0664,Genotype_A,2,0,0,629352.4259,PEP_01087
PROT_0664,Genotype_A,3,0,0,121882.9639,PEP_01087
PROT_0664,Genotype_A,1,0,150,22505.85963,PEP_01087
PROT_0664,Genotype_A,2,0,150,1080005.279,PEP_01087
PROT_0664,Genotype_A,3,0,150,235594.0757,PEP_01087
PROT_0664,Genotype_A,1,0,300,12060.7846,PEP_01087
PROT_0664,Genotype_A,2,0,300,450195.7181,PEP_01087
PROT_0664,Genotype_A,3,0,300,19678.98287,PEP_01087
PROT_0664,Genotype_A,1,0,600,365280.0132,PEP_01087
PROT_0664,Genotype_A,2,0,600,877477.125,PEP_01087
PROT_0664,Genotype_A,3,0,600,174426.2532,PEP_01087
PROT_0033,Genotype_A,1,0,0,23823961.35,PEP_01088
PROT_0033,Genotype_A,2,0,0,1677115.122,PEP_01088
PROT_0033,Genotype_A,3,0,0,346610.0242,PEP_01088
PROT_0033,Genotype_A,1,0,150,6609882.517,PEP_01088
PROT_0033,Genotype_A,2,0,150,197625.8151,PEP_01088
PROT_0033,Genotype_A,3,0,150,3977776.329,PEP_01088
PROT_0033,Genotype_A,1,0,300,7545923.634,PEP_01088
PROT_0033,Genotype_A,2,0,300,286443.1565,PEP_01088
PROT_0033,Genotype_A,3,0,300,49118.70362,PEP_01088
PROT_0033,Genotype_A,1,0,600,5756450.347,PEP_01088
PROT_0033,Genotype_A,2,0,600,281133.203,PEP_01088
PROT_0033,Genotype_A,3,0,600,4699.382769,PEP_01088
PROT_0034,Genotype_A,1,0,0,4192487.961,PEP_01089
PROT_0034,Genotype_A,2,0,0,1976712.052,PEP_01089
PROT_0034,Genotype_A,3,0,0,1407984.785,PEP_01089
PROT_0034,Genotype_A,1,0,150,2944807.87,PEP_01089
PROT_0034,Genotype_A,2,0,150,2131582.195,PEP_01089
PROT_0034,Genotype_A,3,0,150,780151.2752,PEP_01089
PROT_0034,Genotype_A,1,0,300,3530740.895,PEP_01089
PROT_0034,Genotype_A,2,0,300,1085996.242,PEP_01089
PROT_0034,Genotype_A,3,0,300,741227.2192,PEP_01089
PROT_0034,Genotype_A,1,0,600,3940458.357,PEP_01089
PROT_0034,Genotype_A,2,0,600,1115167.75,PEP_01089
PROT_0034,Genotype_A,3,0,600,1006032.899,PEP_01089
PROT_0665,Genotype_A,1,0,0,259050.3524,PEP_01090
PROT_0665,Genotype_A,2,0,0,628616.0961,PEP_01090
PROT_0665,Genotype_A,3,0,0,289436.9105,PEP_01090
PROT_0665,Genotype_A,1,0,150,139496.7259,PEP_01090
PROT_0665,Genotype_A,2,0,150,8163.894253,PEP_01090
PROT_0665,Genotype_A,3,0,150,155807.3346,PEP_01090
PROT_0665,Genotype_A,1,0,300,40078.01657,PEP_01090
PROT_0665,Genotype_A,2,0,300,95727.80952,PEP_01090
PROT_0665,Genotype_A,3,0,300,304522.9744,PEP_01090
PROT_0665,Genotype_A,1,0,600,132708.2862,PEP_01090
PROT_0665,Genotype_A,2,0,600,137297.2468,PEP_01090
PROT_0665,Genotype_A,3,0,600,255846.5937,PEP_01090
PROT_0305,Genotype_A,1,0,0,11766463.09,PEP_01091
PROT_0305,Genotype_A,2,0,0,927762.0474,PEP_01091
PROT_0305,Genotype_A,3,0,0,2484955.765,PEP_01091
PROT_0305,Genotype_A,1,0,150,4438758.095,PEP_01091
PROT_0305,Genotype_A,2,0,150,1143146.521,PEP_01091
PROT_0305,Genotype_A,3,0,150,1175887.785,PEP_01091
PROT_0305,Genotype_A,1,0,300,3579195.477,PEP_01091
PROT_0305,Genotype_A,2,0,300,341346.8444,PEP_01091
PROT_0305,Genotype_A,3,0,300,1188751.031,PEP_01091
PROT_0305,Genotype_A,1,0,600,2845594.079,PEP_01091
PROT_0305,Genotype_A,2,0,600,376123.5313,PEP_01091
PROT_0305,Genotype_A,3,0,600,2367442.616,PEP_01091
PROT_0237,Genotype_A,1,0,0,1713001.954,PEP_01092
PROT_0237,Genotype_A,2,0,0,3958166.071,PEP_01092
PROT_0237,Genotype_A,3,0,0,20513.56936,PEP_01092
PROT_0237,Genotype_A,1,0,150,7002148.194,PEP_01092
PROT_0237,Genotype_A,2,0,150,1808952.558,PEP_01092
PROT_0237,Genotype_A,3,0,150,304325.4212,PEP_01092
PROT_0237,Genotype_A,1,0,300,6576684.493,PEP_01092
PROT_0237,Genotype_A,2,0,300,930941.6223,PEP_01092
PROT_0237,Genotype_A,3,0,300,58203.33782,PEP_01092
PROT_0237,Genotype_A,1,0,600,6610712.437,PEP_01092
PROT_0237,Genotype_A,2,0,600,1151080.688,PEP_01092
PROT_0237,Genotype_A,3,0,600,176423.3967,PEP_01092
PROT_0666,Genotype_A,1,0,0,645766.2278,PEP_01093
PROT_0666,Genotype_A,2,0,0,1386562.108,PEP_01093
PROT_0666,Genotype_A,3,0,0,1307934.332,PEP_01093
PROT_0666,Genotype_A,1,0,150,5633961.871,PEP_01093
PROT_0666,Genotype_A,2,0,150,3819510.099,PEP_01093
PROT_0666,Genotype_A,3,0,150,5831061.219,PEP_01093
PROT_0666,Genotype_A,1,0,300,5008848.738,PEP_01093
PROT_0666,Genotype_A,2,0,300,6073771.165,PEP_01093
PROT_0666,Genotype_A,3,0,300,11467851.4,PEP_01093
PROT_0666,Genotype_A,1,0,600,8081412.155,PEP_01093
PROT_0666,Genotype_A,2,0,600,5484981.625,PEP_01093
PROT_0666,Genotype_A,3,0,600,13107473.17,PEP_01093
PROT_0667,Genotype_A,1,0,0,130488.2705,PEP_01094
PROT_0667,Genotype_A,2,0,0,779978.2142,PEP_01094
PROT_0667,Genotype_A,3,0,0,169521.8581,PEP_01094
PROT_0667,Genotype_A,1,0,150,79162.67293,PEP_01094
PROT_0667,Genotype_A,2,0,150,2230767.509,PEP_01094
PROT_0667,Genotype_A,3,0,150,60188.95625,PEP_01094
PROT_0667,Genotype_A,1,0,300,274782.2467,PEP_01094
PROT_0667,Genotype_A,2,0,300,100985.3689,PEP_01094
PROT_0667,Genotype_A,3,0,300,26248.05461,PEP_01094
PROT_0667,Genotype_A,1,0,600,163968.9182,PEP_01094
PROT_0667,Genotype_A,2,0,600,1151706.875,PEP_01094
PROT_0667,Genotype_A,3,0,600,170245.9156,PEP_01094
PROT_0168,Genotype_A,1,0,0,7838087.182,PEP_01095
PROT_0168,Genotype_A,2,0,0,9234757.743,PEP_01095
PROT_0168,Genotype_A,3,0,0,4351286.286,PEP_01095
PROT_0168,Genotype_A,1,0,150,9175013.068,PEP_01095
PROT_0168,Genotype_A,2,0,150,206823.8732,PEP_01095
PROT_0168,Genotype_A,3,0,150,2706443.046,PEP_01095
PROT_0168,Genotype_A,1,0,300,10674967.31,PEP_01095
PROT_0168,Genotype_A,2,0,300,207904.2886,PEP_01095
PROT_0168,Genotype_A,3,0,300,2965395.82,PEP_01095
PROT_0168,Genotype_A,1,0,600,10805910.64,PEP_01095
PROT_0168,Genotype_A,2,0,600,56464.06738,PEP_01095
PROT_0168,Genotype_A,3,0,600,3882700.652,PEP_01095
PROT_0009,Genotype_A,1,0,0,99362.41436,PEP_01096
PROT_0009,Genotype_A,2,0,0,89700.15183,PEP_01096
PROT_0009,Genotype_A,3,0,0,142331.5748,PEP_01096
PROT_0009,Genotype_A,1,0,150,112048.4405,PEP_01096
PROT_0009,Genotype_A,2,0,150,346587.7865,PEP_01096
PROT_0009,Genotype_A,3,0,150,196079.9432,PEP_01096
PROT_0009,Genotype_A,1,0,300,120904.9003,PEP_01096
PROT_0009,Genotype_A,2,0,300,652051.8935,PEP_01096
PROT_0009,Genotype_A,3,0,300,110992.1462,PEP_01096
PROT_0009,Genotype_A,1,0,600,43987.61021,PEP_01096
PROT_0009,Genotype_A,2,0,600,584913.8125,PEP_01096
PROT_0009,Genotype_A,3,0,600,149847.0716,PEP_01096
PROT_0167,Genotype_A,1,0,0,4667025.425,PEP_01097
PROT_0167,Genotype_A,2,0,0,4894906.077,PEP_01097
PROT_0167,Genotype_A,3,0,0,15592951.42,PEP_01097
PROT_0167,Genotype_A,1,0,150,2195237.379,PEP_01097
PROT_0167,Genotype_A,2,0,150,6906550.168,PEP_01097
PROT_0167,Genotype_A,3,0,150,16957964.8,PEP_01097
PROT_0167,Genotype_A,1,0,300,3039173.705,PEP_01097
PROT_0167,Genotype_A,2,0,300,3274812.194,PEP_01097
PROT_0167,Genotype_A,3,0,300,10295905.2,PEP_01097
PROT_0167,Genotype_A,1,0,600,2479416.67,PEP_01097
PROT_0167,Genotype_A,2,0,600,4864578,PEP_01097
PROT_0167,Genotype_A,3,0,600,7114970.58,PEP_01097
PROT_0167,Genotype_A,1,0,0,4879598.529,PEP_01098
PROT_0167,Genotype_A,2,0,0,4777590.49,PEP_01098
PROT_0167,Genotype_A,3,0,0,260598.6579,PEP_01098
PROT_0167,Genotype_A,1,0,150,100655.7565,PEP_01098
PROT_0167,Genotype_A,2,0,150,3025770.512,PEP_01098
PROT_0167,Genotype_A,3,0,150,303670.7318,PEP_01098
PROT_0167,Genotype_A,1,0,300,138217.639,PEP_01098
PROT_0167,Genotype_A,2,0,300,56219.59154,PEP_01098
PROT_0167,Genotype_A,3,0,300,159999.7766,PEP_01098
PROT_0167,Genotype_A,1,0,600,231759.1472,PEP_01098
PROT_0167,Genotype_A,2,0,600,1587296.875,PEP_01098
PROT_0167,Genotype_A,3,0,600,238542.0052,PEP_01098
PROT_0668,Genotype_A,1,0,0,4878845.977,PEP_01099
PROT_0668,Genotype_A,2,0,0,237044.8748,PEP_01099
PROT_0668,Genotype_A,3,0,0,1148901.739,PEP_01099
PROT_0668,Genotype_A,1,0,150,4886134.731,PEP_01099
PROT_0668,Genotype_A,2,0,150,44677.56541,PEP_01099
PROT_0668,Genotype_A,3,0,150,178991.873,PEP_01099
PROT_0668,Genotype_A,1,0,300,4633478.561,PEP_01099
PROT_0668,Genotype_A,2,0,300,125158.8166,PEP_01099
PROT_0668,Genotype_A,3,0,300,277287.5952,PEP_01099
PROT_0668,Genotype_A,1,0,600,661890.0984,PEP_01099
PROT_0668,Genotype_A,2,0,600,236336.1601,PEP_01099
PROT_0668,Genotype_A,3,0,600,227907.0549,PEP_01099
PROT_0669,Genotype_A,1,0,0,4602711.397,PEP_01100
PROT_0669,Genotype_A,2,0,0,94192.05605,PEP_01100
PROT_0669,Genotype_A,3,0,0,71150.19823,PEP_01100
PROT_0669,Genotype_A,1,0,150,5625835.813,PEP_01100
PROT_0669,Genotype_A,2,0,150,67749.57616,PEP_01100
PROT_0669,Genotype_A,3,0,150,278686.0887,PEP_01100
PROT_0669,Genotype_A,1,0,300,4016735.334,PEP_01100
PROT_0669,Genotype_A,2,0,300,85595.82616,PEP_01100
PROT_0669,Genotype_A,3,0,300,17612.09381,PEP_01100
PROT_0669,Genotype_A,1,0,600,5072133.338,PEP_01100
PROT_0669,Genotype_A,2,0,600,196521.5336,PEP_01100
PROT_0669,Genotype_A,3,0,600,163792.8961,PEP_01100
PROT_0664,Genotype_A,1,0,0,1299962.148,PEP_01101
PROT_0664,Genotype_A,2,0,0,1745271.74,PEP_01101
PROT_0664,Genotype_A,3,0,0,2107669.404,PEP_01101
PROT_0664,Genotype_A,1,0,150,2443219.142,PEP_01101
PROT_0664,Genotype_A,2,0,150,3038239.321,PEP_01101
PROT_0664,Genotype_A,3,0,150,1940527.454,PEP_01101
PROT_0664,Genotype_A,1,0,300,2153524.083,PEP_01101
PROT_0664,Genotype_A,2,0,300,1748706.422,PEP_01101
PROT_0664,Genotype_A,3,0,300,2579757.381,PEP_01101
PROT_0664,Genotype_A,1,0,600,2735238.368,PEP_01101
PROT_0664,Genotype_A,2,0,600,2635060.5,PEP_01101
PROT_0664,Genotype_A,3,0,600,2268749.442,PEP_01101
PROT_0228,Genotype_A,1,0,0,12710103.91,PEP_01102
PROT_0228,Genotype_A,2,0,0,3156819.738,PEP_01102
PROT_0228,Genotype_A,3,0,0,539376.2162,PEP_01102
PROT_0228,Genotype_A,1,0,150,12636537.75,PEP_01102
PROT_0228,Genotype_A,2,0,150,6575740.875,PEP_01102
PROT_0228,Genotype_A,3,0,150,484820.2606,PEP_01102
PROT_0228,Genotype_A,1,0,300,20587269.69,PEP_01102
PROT_0228,Genotype_A,2,0,300,8114197.774,PEP_01102
PROT_0228,Genotype_A,3,0,300,435379.7407,PEP_01102
PROT_0228,Genotype_A,1,0,600,20184461.91,PEP_01102
PROT_0228,Genotype_A,2,0,600,6194989.648,PEP_01102
PROT_0228,Genotype_A,3,0,600,1540831.552,PEP_01102
PROT_0670,Genotype_A,1,0,0,497717.1337,PEP_01103
PROT_0670,Genotype_A,2,0,0,111187.6394,PEP_01103
PROT_0670,Genotype_A,3,0,0,275954.4101,PEP_01103
PROT_0670,Genotype_A,1,0,150,146653.964,PEP_01103
PROT_0670,Genotype_A,2,0,150,286065.6925,PEP_01103
PROT_0670,Genotype_A,3,0,150,159174.7419,PEP_01103
PROT_0670,Genotype_A,1,0,300,330608.192,PEP_01103
PROT_0670,Genotype_A,2,0,300,167273.3063,PEP_01103
PROT_0670,Genotype_A,3,0,300,205017.7481,PEP_01103
PROT_0670,Genotype_A,1,0,600,719538.9804,PEP_01103
PROT_0670,Genotype_A,2,0,600,297902.156,PEP_01103
PROT_0670,Genotype_A,3,0,600,85822.91665,PEP_01103
PROT_0671,Genotype_A,1,0,0,2252883.579,PEP_01104
PROT_0671,Genotype_A,2,0,0,203002.78,PEP_01104
PROT_0671,Genotype_A,3,0,0,208784.987,PEP_01104
PROT_0671,Genotype_A,1,0,150,664283.5518,PEP_01104
PROT_0671,Genotype_A,2,0,150,1254734.948,PEP_01104
PROT_0671,Genotype_A,3,0,150,226745.3006,PEP_01104
PROT_0671,Genotype_A,1,0,300,198069.1953,PEP_01104
PROT_0671,Genotype_A,2,0,300,73524.49591,PEP_01104
PROT_0671,Genotype_A,3,0,300,100451.2997,PEP_01104
PROT_0671,Genotype_A,1,0,600,202520.0437,PEP_01104
PROT_0671,Genotype_A,2,0,600,60897.54823,PEP_01104
PROT_0671,Genotype_A,3,0,600,9291.979345,PEP_01104
PROT_0672,Genotype_A,1,0,0,4147.871286,PEP_01105
PROT_0672,Genotype_A,2,0,0,127760.9289,PEP_01105
PROT_0672,Genotype_A,3,0,0,283963.6849,PEP_01105
PROT_0672,Genotype_A,1,0,150,210819.3884,PEP_01105
PROT_0672,Genotype_A,2,0,150,354911.626,PEP_01105
PROT_0672,Genotype_A,3,0,150,775951.6116,PEP_01105
PROT_0672,Genotype_A,1,0,300,138411.0869,PEP_01105
PROT_0672,Genotype_A,2,0,300,2278691.271,PEP_01105
PROT_0672,Genotype_A,3,0,300,1777566.934,PEP_01105
PROT_0672,Genotype_A,1,0,600,62370.74289,PEP_01105
PROT_0672,Genotype_A,2,0,600,2601940.125,PEP_01105
PROT_0672,Genotype_A,3,0,600,2471181.537,PEP_01105
PROT_0286,Genotype_A,1,0,0,497006.4094,PEP_01106
PROT_0286,Genotype_A,2,0,0,846367.0305,PEP_01106
PROT_0286,Genotype_A,3,0,0,2246699.381,PEP_01106
PROT_0286,Genotype_A,1,0,150,463861.3984,PEP_01106
PROT_0286,Genotype_A,2,0,150,1627283.388,PEP_01106
PROT_0286,Genotype_A,3,0,150,1076762.776,PEP_01106
PROT_0286,Genotype_A,1,0,300,433015.9714,PEP_01106
PROT_0286,Genotype_A,2,0,300,659051.8417,PEP_01106
PROT_0286,Genotype_A,3,0,300,2211614.555,PEP_01106
PROT_0286,Genotype_A,1,0,600,251069.0603,PEP_01106
PROT_0286,Genotype_A,2,0,600,1033670.563,PEP_01106
PROT_0286,Genotype_A,3,0,600,1306792.457,PEP_01106
PROT_0286,Genotype_A,1,0,0,9076943.457,PEP_01107
PROT_0286,Genotype_A,2,0,0,8225864.651,PEP_01107
PROT_0286,Genotype_A,3,0,0,14656628.31,PEP_01107
PROT_0286,Genotype_A,1,0,150,6403210.377,PEP_01107
PROT_0286,Genotype_A,2,0,150,12465953.1,PEP_01107
PROT_0286,Genotype_A,3,0,150,8310025.195,PEP_01107
PROT_0286,Genotype_A,1,0,300,6124835.947,PEP_01107
PROT_0286,Genotype_A,2,0,300,5765496.109,PEP_01107
PROT_0286,Genotype_A,3,0,300,15291286.71,PEP_01107
PROT_0286,Genotype_A,1,0,600,7162578.073,PEP_01107
PROT_0286,Genotype_A,2,0,600,9423335.75,PEP_01107
PROT_0286,Genotype_A,3,0,600,17174940.18,PEP_01107
PROT_0034,Genotype_A,1,0,0,952077.3163,PEP_01108
PROT_0034,Genotype_A,2,0,0,1751329.003,PEP_01108
PROT_0034,Genotype_A,3,0,0,2007538.773,PEP_01108
PROT_0034,Genotype_A,1,0,150,2296469.164,PEP_01108
PROT_0034,Genotype_A,2,0,150,1890675.991,PEP_01108
PROT_0034,Genotype_A,3,0,150,1749936.77,PEP_01108
PROT_0034,Genotype_A,1,0,300,1849937.025,PEP_01108
PROT_0034,Genotype_A,2,0,300,719091.1212,PEP_01108
PROT_0034,Genotype_A,3,0,300,1668496.825,PEP_01108
PROT_0034,Genotype_A,1,0,600,1495471.146,PEP_01108
PROT_0034,Genotype_A,2,0,600,909632.0625,PEP_01108
PROT_0034,Genotype_A,3,0,600,2071221.1,PEP_01108
PROT_0673,Genotype_A,1,0,0,862700.2263,PEP_01109
PROT_0673,Genotype_A,2,0,0,1228875.492,PEP_01109
PROT_0673,Genotype_A,3,0,0,825885.2637,PEP_01109
PROT_0673,Genotype_A,1,0,150,113137.8394,PEP_01109
PROT_0673,Genotype_A,2,0,150,2254784.327,PEP_01109
PROT_0673,Genotype_A,3,0,150,952681.6276,PEP_01109
PROT_0673,Genotype_A,1,0,300,613396.5718,PEP_01109
PROT_0673,Genotype_A,2,0,300,1057143.366,PEP_01109
PROT_0673,Genotype_A,3,0,300,1071580.21,PEP_01109
PROT_0673,Genotype_A,1,0,600,564306.6175,PEP_01109
PROT_0673,Genotype_A,2,0,600,989067.9688,PEP_01109
PROT_0673,Genotype_A,3,0,600,952464.9489,PEP_01109
PROT_0674,Genotype_A,1,0,0,236877.5658,PEP_01110
PROT_0674,Genotype_A,2,0,0,59266.8699,PEP_01110
PROT_0674,Genotype_A,3,0,0,147125.1348,PEP_01110
PROT_0674,Genotype_A,1,0,150,204916.8853,PEP_01110
PROT_0674,Genotype_A,2,0,150,11220.52154,PEP_01110
PROT_0674,Genotype_A,3,0,150,81126.69086,PEP_01110
PROT_0674,Genotype_A,1,0,300,294619.9913,PEP_01110
PROT_0674,Genotype_A,2,0,300,108088.5748,PEP_01110
PROT_0674,Genotype_A,3,0,300,297877.1164,PEP_01110
PROT_0674,Genotype_A,1,0,600,49119.71772,PEP_01110
PROT_0674,Genotype_A,2,0,600,261020.0194,PEP_01110
PROT_0674,Genotype_A,3,0,600,2396418.907,PEP_01110
PROT_0218,Genotype_A,1,0,0,1523004.879,PEP_01111
PROT_0218,Genotype_A,2,0,0,9576153.833,PEP_01111
PROT_0218,Genotype_A,3,0,0,5881335.653,PEP_01111
PROT_0218,Genotype_A,1,0,150,2406890.429,PEP_01111
PROT_0218,Genotype_A,2,0,150,2799610.797,PEP_01111
PROT_0218,Genotype_A,3,0,150,6850046.043,PEP_01111
PROT_0218,Genotype_A,1,0,300,4240673.739,PEP_01111
PROT_0218,Genotype_A,2,0,300,2491599.373,PEP_01111
PROT_0218,Genotype_A,3,0,300,6126296.044,PEP_01111
PROT_0218,Genotype_A,1,0,600,3878481.398,PEP_01111
PROT_0218,Genotype_A,2,0,600,2355788,PEP_01111
PROT_0218,Genotype_A,3,0,600,2494823.076,PEP_01111
PROT_0675,Genotype_A,1,0,0,1102159.57,PEP_01112
PROT_0675,Genotype_A,2,0,0,284073.1892,PEP_01112
PROT_0675,Genotype_A,3,0,0,91647.90207,PEP_01112
PROT_0675,Genotype_A,1,0,150,1276712.451,PEP_01112
PROT_0675,Genotype_A,2,0,150,272383.137,PEP_01112
PROT_0675,Genotype_A,3,0,150,258706.0078,PEP_01112
PROT_0675,Genotype_A,1,0,300,1086934.141,PEP_01112
PROT_0675,Genotype_A,2,0,300,273601.4704,PEP_01112
PROT_0675,Genotype_A,3,0,300,263189.3141,PEP_01112
PROT_0675,Genotype_A,1,0,600,1314527.849,PEP_01112
PROT_0675,Genotype_A,2,0,600,219884.5636,PEP_01112
PROT_0675,Genotype_A,3,0,600,227435.0718,PEP_01112
PROT_0424,Genotype_A,1,0,0,148490.1339,PEP_01113
PROT_0424,Genotype_A,2,0,0,57467.60308,PEP_01113
PROT_0424,Genotype_A,3,0,0,1961093.439,PEP_01113
PROT_0424,Genotype_A,1,0,150,275945.31,PEP_01113
PROT_0424,Genotype_A,2,0,150,1522230.651,PEP_01113
PROT_0424,Genotype_A,3,0,150,3185625.12,PEP_01113
PROT_0424,Genotype_A,1,0,300,174420.4401,PEP_01113
PROT_0424,Genotype_A,2,0,300,940777.2665,PEP_01113
PROT_0424,Genotype_A,3,0,300,2981307.325,PEP_01113
PROT_0424,Genotype_A,1,0,600,218626.8179,PEP_01113
PROT_0424,Genotype_A,2,0,600,1237396.75,PEP_01113
PROT_0424,Genotype_A,3,0,600,3362729.22,PEP_01113
PROT_0676,Genotype_A,1,0,0,64286218.65,PEP_01114
PROT_0676,Genotype_A,2,0,0,194009.9199,PEP_01114
PROT_0676,Genotype_A,3,0,0,12140256.05,PEP_01114
PROT_0676,Genotype_A,1,0,150,49240002.41,PEP_01114
PROT_0676,Genotype_A,2,0,150,86545.15825,PEP_01114
PROT_0676,Genotype_A,3,0,150,32377643.41,PEP_01114
PROT_0676,Genotype_A,1,0,300,58234063.39,PEP_01114
PROT_0676,Genotype_A,2,0,300,176811.9723,PEP_01114
PROT_0676,Genotype_A,3,0,300,1036469.483,PEP_01114
PROT_0676,Genotype_A,1,0,600,50595655.67,PEP_01114
PROT_0676,Genotype_A,2,0,600,64624.21094,PEP_01114
PROT_0676,Genotype_A,3,0,600,154210.2786,PEP_01114
PROT_0677,Genotype_A,1,0,0,190831.6442,PEP_01115
PROT_0677,Genotype_A,2,0,0,5055038.663,PEP_01115
PROT_0677,Genotype_A,3,0,0,5287066.167,PEP_01115
PROT_0677,Genotype_A,1,0,150,217519.6737,PEP_01115
PROT_0677,Genotype_A,2,0,150,7206332.834,PEP_01115
PROT_0677,Genotype_A,3,0,150,6437068.052,PEP_01115
PROT_0677,Genotype_A,1,0,300,1856151.41,PEP_01115
PROT_0677,Genotype_A,2,0,300,4182456.757,PEP_01115
PROT_0677,Genotype_A,3,0,300,4765648.191,PEP_01115
PROT_0677,Genotype_A,1,0,600,1807566.826,PEP_01115
PROT_0677,Genotype_A,2,0,600,3575342.125,PEP_01115
PROT_0677,Genotype_A,3,0,600,3623089.337,PEP_01115
PROT_0678,Genotype_A,1,0,0,872392.3996,PEP_01116
PROT_0678,Genotype_A,2,0,0,1027635.665,PEP_01116
PROT_0678,Genotype_A,3,0,0,259606.2717,PEP_01116
PROT_0678,Genotype_A,1,0,150,932358.3525,PEP_01116
PROT_0678,Genotype_A,2,0,150,12196444.82,PEP_01116
PROT_0678,Genotype_A,3,0,150,173698.2817,PEP_01116
PROT_0678,Genotype_A,1,0,300,7624785.504,PEP_01116
PROT_0678,Genotype_A,2,0,300,16143936.55,PEP_01116
PROT_0678,Genotype_A,3,0,300,141613.335,PEP_01116
PROT_0678,Genotype_A,1,0,600,5891993.402,PEP_01116
PROT_0678,Genotype_A,2,0,600,13009005,PEP_01116
PROT_0678,Genotype_A,3,0,600,123394.619,PEP_01116
PROT_0500,Genotype_A,1,0,0,3565785.446,PEP_01117
PROT_0500,Genotype_A,2,0,0,2526422.488,PEP_01117
